,G1,G2,G3,G4,G5,G6,G7,Wa1,Wa2,Wi1,Wi2,Wi3,I,S1,S2,Tw,Tr,L,R,E,AC,D1,D2
7436,0,1.7,1.6,4.5,7,3,0.35,LC,0.3,1.15,0.59,0.87,1.25,1,0.0,0.0,0.04,S,2,105.6510191,60.832332,1.0,NP
7437,225,3.0,3.5,4.2,4,5,0.61,NC,0.35,3.19,0.53,0.72,1.28,1,0.0,0.0,0.02,S,2,102.911709,51.583104,0.765905183,NP
7438,270,3.3,3.0,4.3,8,3,0.5,NC,0.2,2.04,0.4,0.58,1.4,1,0.0,0.0,0.01,S,2,103.8147308,65.303915,0.995827901,NP
7439,45,3.0,1.9,2.9,6,2,0.36,NC,0.2,3.53,0.75,0.65,0.5,1,0.0,0.0,0.03,S,2,106.7056411,49.07967,0.185066422,P
7440,135,2.9,3.7,4.8,5,3,0.46,HC,0.35,2.29,0.29,0.8,0.58,2,1.14,0.0,0.03,S,2,99.468,70.812729,0.93751502,NP
7441,135,3.9,3.3,4.1,6,2,0.18,BR,0.35,3.27,0.63,0.52,0.34,2,0.29,0.0,0.02,S,2,114.953,21.509081,0.087512488,P
7442,225,3.3,3.0,3.3,7,7,0.61,NC,0.25,3.01,0.38,0.85,1.98,2,0.97,0.0,0.02,S,2,104.948,69.191707,1.0,NP
7443,135,2.7,2.3,4.4,5,5,0.67,NC,0.35,4.67,0.57,0.51,0.92,2,0.36,0.0,0.02,S,2,106.413,31.423878,0.850733753,NP
7444,270,3.0,3.9,2.8,4,7,0.5,BR,0.25,5.09,0.49,0.87,1.62,2,0.24,0.0,0.0,S,2,103.275,48.967491,0.99427691,NP
7445,45,3.4,2.4,4.8,5,2,0.57,BR,0.3,1.4,0.69,0.76,1.21,2,0.19,0.0,0.04,S,2,110.321,64.775641,0.405208003,NP
7446,0,3.9,3.8,4.5,6,4,0.34,HC,0.4,2.04,0.71,0.65,1.43,2,0.57,0.0,0.0,S,2,110.172,64.074074,0.481212121,NP
7447,225,3.6,3.6,3.7,9,4,0.58,LC,0.3,4.81,0.43,0.63,0.79,2,1.23,0.0,0.0,S,2,101.052,67.249822,0.629636977,NP
7448,45,1.9,2.6,5.0,8,6,0.72,NC,0.2,0.97,0.41,0.67,1.57,2,0.4,0.0,0.01,S,2,119.18,22.510016,1.0,NP
7449,45,2.7,3.0,4.7,6,6,0.32,NC,0.3,3.77,0.51,0.48,0.67,2,1.43,0.0,0.04,S,2,104.088,62.059867,0.810681164,NP
7450,90,2.2,2.1,4.0,6,5,0.23,LC,0.25,3.47,0.46,0.74,0.53,2,0.54,0.0,0.03,S,2,102.752,65.835577,0.572887124,P
7451,90,2.5,2.0,3.0,8,4,0.62,LC,0.2,0.84,0.79,0.83,1.26,2,0.1,0.0,0.05,S,2,108.09,23.819712,0.99581371,NP
7452,135,1.9,1.6,3.2,7,5,0.52,LC,0.35,2.51,0.65,0.68,1.7,2,1.28,0.0,0.02,S,2,105.306,73.813101,0.850915432,NP
7453,270,3.7,2.8,3.5,10,1,0.24,BR,0.3,3.34,0.6,0.89,0.65,2,0.81,0.0,0.02,S,2,110.504,48.835089,0.265753425,P
7454,180,2.5,1.7,4.5,9,4,0.14,HC,0.3,4.46,0.79,0.46,1.79,2,1.03,0.0,0.05,S,2,122.033,78.813101,0.153988868,P
7455,180,1.8,3.4,4.2,9,2,0.16,HC,0.4,2.87,0.33,0.59,1.41,2,1.16,0.0,0.01,S,2,115.856,77.913161,0.196162047,NP
7456,315,2.8,3.4,3.0,8,6,0.37,LC,0.4,1.45,0.83,0.44,0.84,2,0.9,0.0,0.01,S,2,109.326,18.577867,0.506919946,NP
7457,315,2.3,3.6,3.2,8,3,0.67,LC,0.35,1.16,0.47,0.55,1.5,2,1.06,0.0,0.03,S,2,105.144,72.06891,0.502973396,NP
7458,90,1.6,2.8,4.6,7,3,0.44,NC,0.25,3.88,0.72,0.49,0.45,2,0.44,0.0,0.05,S,2,105.427,18.012534,0.736656891,NP
7459,225,1.5,2.1,3.7,10,6,0.3,LC,0.35,2.54,0.36,0.6,1.9,2,0.66,0.0,0.02,S,2,107.877,74.998397,1.0,NP
7460,90,3.7,3.2,3.1,4,1,0.73,BR,0.25,1.93,0.31,0.7,1.32,2,0.73,0.0,0.04,S,2,104.289,74.913862,0.326592738,P
7461,0,3.2,1.6,3.8,7,2,0.41,NC,0.3,1.78,0.75,0.41,1.13,2,0.66,0.0,0.03,S,2,120.707,60.879657,0.158730159,P
7462,225,3.4,2.6,3.4,5,4,0.1,NC,0.2,4.35,0.58,0.71,1.87,2,0.86,0.0,0.04,S,2,121.156,74.749099,0.107404156,P
7463,270,2.4,2.3,4.0,6,3,0.48,HC,0.3,4.06,0.55,0.58,0.98,2,1.37,0.0,0.01,S,2,104.81,55.585737,1.0,NP
7464,180,2.1,1.8,3.9,9,5,0.26,LC,0.25,5.25,0.86,0.78,1.03,2,1.45,0.0,0.04,S,2,105.46,72.352163,0.719163763,NP
7465,270,1.7,2.8,3.5,8,3,0.47,LC,0.35,2.15,0.35,0.73,1.26,2,0.83,0.0,0.04,S,2,102.974,75.488496,0.762534435,NP
7466,180,3.8,3.8,4.3,9,4,0.37,NC,0.3,5.26,0.81,0.87,0.83,2,0.45,0.0,0.03,S,2,106.404,44.671771,0.671644444,NP
7467,270,2.9,2.9,2.9,5,6,0.56,HC,0.3,2.86,0.66,0.78,1.12,2,0.71,0.0,0.04,S,2,103.611,35.190345,0.93721145,NP
7468,225,1.6,2.0,4.2,6,5,0.73,BR,0.25,2.57,0.48,0.82,1.41,2,0.97,0.0,0.02,S,2,111.927,37.921875,1.0,NP
7469,45,3.4,3.7,3.4,6,2,0.42,NC,0.4,2.28,0.29,0.58,1.96,2,1.44,0.0,0.05,S,2,118.66,78.682559,0.200163566,P
7470,135,3.6,2.1,3.1,8,7,0.19,NC,0.25,1.16,0.45,0.71,1.76,2,1.27,0.0,0.05,S,2,105.31,75.472222,0.799381656,P
7471,45,3.3,3.1,3.9,9,4,0.51,LC,0.2,3.77,0.37,0.48,1.11,2,0.7,0.0,0.01,S,2,103.874,73.050309,0.530390921,NP
7472,315,2.8,2.3,3.6,4,1,0.17,HC,0.35,1.64,0.6,0.4,1.0,2,0.6,0.0,0.04,S,2,117.916,59.241071,0.042424242,P
7473,135,2.2,2.2,4.7,9,3,0.23,NC,0.35,3.21,0.55,0.53,1.89,2,1.38,0.0,0.03,S,2,134.604,74.519081,0.560302866,P
7474,225,2.6,2.6,3.8,10,3,0.6,BR,0.25,1.32,0.52,0.83,0.59,2,0.24,0.0,0.03,S,2,104.742,18.512286,1.0,NP
7475,180,3.0,1.8,4.0,7,5,0.33,HC,0.4,4.13,0.41,0.67,0.7,2,0.34,0.0,0.02,S,2,102.626,62.120536,0.672639225,NP
7476,135,2.4,3.9,4.5,5,2,0.68,LC,0.3,0.71,0.68,0.55,0.42,2,0.09,0.0,0.03,S,2,108.319,3.584847,0.584139265,NP
7477,90,4.0,1.6,5.0,7,6,0.65,LC,0.35,4.51,0.73,0.64,0.45,2,0.11,0.0,0.01,S,2,109.854,6.167067,1.0,NP
7478,90,2.0,3.4,4.8,8,6,0.29,LC,0.2,4.98,0.83,0.62,1.62,2,1.15,0.0,0.02,S,2,109.154,75.26262,1.0,NP
7479,0,1.9,3.2,3.0,4,4,0.12,NC,0.3,3.52,0.75,0.44,1.52,2,1.06,0.0,0.03,S,2,117.052,58.16857,0.057486057,P
7480,315,2.7,2.6,3.7,6,3,0.1,LC,0.25,1.37,0.67,0.54,1.93,2,1.42,0.0,0.02,S,2,116.2478159,78.660524,0.039215686,P
7481,180,1.5,3.4,4.3,6,6,0.59,NC,0.25,2.19,0.81,0.83,1.76,2,1.27,0.0,0.05,S,2,117.962945,14.600361,1.0,NP
7482,45,2.5,3.2,3.1,10,5,0.53,BR,0.25,2.85,0.85,0.61,1.28,2,0.85,0.0,0.04,S,2,102.7976878,64.098558,0.500809848,P
7483,135,3.7,2.8,4.9,6,2,0.18,LC,0.35,2.45,0.75,0.65,0.99,2,0.59,0.0,0.01,S,2,113.0830663,75.857372,0.123038605,P
7484,45,2.0,2.3,5.0,5,2,0.44,LC,0.25,4.23,0.5,0.73,0.91,2,0.52,0.0,0.03,S,2,99.83854899,77.654808,0.579487179,P
7485,90,1.8,1.6,3.6,9,4,0.48,LC,0.35,2.55,0.71,0.68,1.61,2,1.14,0.0,0.03,S,2,102.0297649,78.034856,1.0,P
7486,270,2.2,2.4,3.4,5,6,0.34,NC,0.2,4.95,0.74,0.52,1.23,2,0.81,0.0,0.04,S,2,102.3295682,56.247596,0.789708065,NP
7487,270,3.5,3.6,4.5,7,3,0.39,LC,0.3,3.81,0.8,0.77,0.37,2,0.04,0.0,0.03,S,2,100.0630931,16.197249,0.747703613,NP
7488,135,3.9,3.0,4.2,8,7,0.58,LC,0.3,3.17,0.46,0.64,0.69,2,0.33,0.0,0.03,S,2,101.2815489,31.480082,1.0,NP
7489,90,3.2,1.6,4.7,5,3,0.5,HC,0.35,3.51,0.38,0.89,1.4,2,0.96,0.0,0.05,S,2,104.2032219,67.34976,1.0,NP
7490,45,3.0,2.6,4.0,8,1,0.27,LC,0.35,1.14,0.52,0.42,0.63,2,0.27,0.0,0.04,S,2,111.5799142,71.474359,0.113991359,P
7491,225,1.7,3.6,3.2,9,4,0.63,BR,0.4,4.68,0.4,0.81,2.0,2,1.48,0.0,0.01,S,2,100.0620035,77.699653,1.0,P
7492,315,3.5,2.0,3.3,10,1,0.66,HC,0.4,4.14,0.6,0.74,0.5,2,0.16,0.0,0.02,S,2,98.86651724,46.309495,0.565960609,NP
7493,270,3.3,2.0,3.9,7,4,0.73,NC,0.3,1.81,0.63,0.85,0.47,2,0.13,0.0,0.02,S,2,98.95000494,25.978966,1.0,NP
7494,0,2.5,3.1,2.9,4,6,0.24,HC,0.25,1.93,0.32,0.57,1.47,2,1.02,0.0,0.04,S,2,101.048254,76.853823,0.441619271,P
7495,180,3.8,3.3,3.5,6,5,0.32,NC,0.35,0.82,0.29,0.72,1.77,2,1.28,0.0,0.01,S,2,107.527939,78.29594,0.359384615,P
7496,90,2.3,3.8,2.9,9,5,0.22,NC,0.2,4.61,0.59,0.59,1.02,2,0.62,0.0,0.02,S,2,109.3474518,73.309295,0.231407407,P
7497,135,3.0,2.2,4.0,7,6,0.7,BR,0.3,3.23,0.44,0.48,1.13,2,0.72,0.0,0.05,S,2,102.5168506,54.365385,1.0,NP
7498,225,2.1,3.9,4.7,5,4,0.16,NC,0.2,0.95,0.56,0.47,1.56,2,1.09,0.0,0.04,S,2,111.8107515,77.138355,0.190687361,P
7499,180,2.8,1.8,4.4,8,2,0.42,HC,0.4,5.17,0.35,0.43,0.83,2,0.45,0.0,0.02,S,2,107.34065,74.346669,0.241558442,NP
7500,45,3.1,1.9,3.5,6,5,0.6,LC,0.25,1.9,0.81,0.87,1.67,3,0.7,0.0,0.01,S,2,108.537,50.412946,0.889233496,NP
7501,0,2.2,2.8,3.3,9,7,0.12,LC,0.3,4.01,0.6,0.74,0.88,3,1.49,0.0,0.03,S,2,115.074,74.574863,0.682029598,P
7502,45,1.8,2.6,4.3,7,3,0.16,LC,0.25,4.66,0.31,0.58,1.96,3,1.3,0.0,0.03,S,2,120.389,81.921074,0.256582633,P
7503,270,2.6,3.0,3.9,4,6,0.52,HC,0.2,4.83,0.33,0.47,1.02,3,0.92,0.0,0.05,S,2,100.151,69.707532,0.986706547,NP
7504,45,2.9,3.9,3.6,8,4,0.13,BR,0.35,0.72,0.74,0.53,0.51,3,0.22,0.0,0.05,S,2,114.809,26.300366,0.125313283,P
7505,270,3.9,3.2,4.8,8,3,0.26,HC,0.2,3.02,0.52,0.65,1.19,3,1.39,0.0,0.03,S,2,110.485,78.280582,0.553081839,NP
7506,90,1.9,1.8,4.0,4,1,0.72,LC,0.3,4.12,0.56,0.71,1.86,3,0.18,0.0,0.01,S,2,110.216,66.072716,0.844015444,NP
7507,90,2.2,3.5,5.0,10,2,0.68,NC,0.2,2.31,0.45,0.69,1.6,3,0.99,0.0,0.02,S,2,108.649,76.34976,0.94405123,NP
7508,180,1.6,2.4,4.6,9,3,0.48,NC,0.4,5.11,0.77,0.86,1.79,3,0.13,0.0,0.04,S,2,116.372,55.034054,1.0,NP
7509,180,3.9,2.9,3.8,10,2,0.63,LC,0.4,3.41,0.35,0.76,1.14,3,0.44,0.0,0.0,S,2,107.779,68.016636,0.328548644,NP
7510,90,1.7,2.2,2.8,5,4,0.46,LC,0.25,4.23,0.41,0.56,0.95,3,0.39,0.0,0.01,S,2,99.446,67.923077,0.954897815,P
7511,225,3.4,3.6,3.0,8,6,0.65,NC,0.3,5.22,0.55,0.72,1.72,3,0.5,0.0,0.0,S,2,106.832,51.018254,0.87849485,NP
7512,0,3.3,1.9,4.5,7,2,0.2,BR,0.35,4.53,0.66,0.54,1.5,3,1.22,0.0,0.02,S,2,125.435,79.002404,0.113929314,P
7513,135,2.4,2.4,4.5,6,7,0.74,NC,0.3,3.76,0.76,0.63,0.43,3,1.14,0.0,0.04,S,2,111.228,15.099197,1.0,NP
7514,225,3.5,2.6,3.2,10,6,0.25,NC,0.35,1.16,0.85,0.45,0.73,3,0.32,0.0,0.03,S,2,110.428,21.224459,0.399829497,NP
7515,225,2.1,3.4,3.5,5,5,0.3,BR,0.35,1.31,0.48,0.51,0.74,3,0.86,0.0,0.01,S,2,108.974,54.733173,0.417910448,NP
7516,270,2.7,3.2,3.8,8,7,0.58,LC,0.3,3.2,0.67,0.83,0.57,3,0.35,0.0,0.03,S,2,107.521,8.055389,1.0,NP
7517,135,2.3,2.8,4.9,5,6,0.41,HC,0.25,1.98,0.27,0.43,1.35,3,1.38,0.0,0.01,S,2,102.672,78.595467,1.0,NP
7518,180,1.7,2.0,4.2,5,2,0.5,HC,0.4,1.71,0.58,0.82,1.27,3,0.55,0.0,0.02,S,2,111.601,45.804087,0.926184926,NP
7519,135,2.8,3.9,3.4,9,4,0.56,NC,0.25,2.35,0.5,0.6,0.35,3,1.09,0.0,0.02,S,2,100.792,36.110348,0.810625738,NP
7520,315,3.5,2.1,3.1,6,3,0.2,HC,0.25,2.88,0.65,0.41,1.92,3,0.83,0.0,0.03,S,2,118.662,76.751803,0.218098268,P
7521,180,3.7,1.5,2.9,7,4,0.39,LC,0.35,2.56,0.71,0.66,0.82,3,1.03,0.0,0.04,S,2,110.204,57.375356,0.337269721,NP
7522,315,3.7,1.6,4.2,5,5,0.34,LC,0.3,0.96,0.43,0.48,0.61,3,0.61,0.0,0.05,S,2,104.208,51.917735,0.6142289,NP
7523,225,2.8,3.7,4.7,6,5,0.4,NC,0.35,3.53,0.38,0.79,1.28,3,0.73,0.0,0.01,S,2,104.177,76.394676,0.711083437,NP
7524,90,3.2,3.7,3.9,8,1,0.32,BR,0.25,1.5,0.83,0.81,1.47,3,1.27,0.0,0.04,S,2,119.372,77.486311,0.223309415,P
7525,225,3.5,3.8,3.7,7,7,0.35,BR,0.3,3.0,0.74,0.81,0.86,3,0.48,0.0,0.04,S,2,104.016,42.09602,0.993236715,NP
7526,180,3.1,2.2,4.2,8,6,0.56,NC,0.3,1.16,0.67,0.67,0.34,3,0.02,0.0,0.04,S,2,111.417,1.080357,1.0,NP
7527,180,1.7,2.1,2.9,10,4,0.3,LC,0.35,3.45,0.5,0.7,1.39,3,0.94,0.0,0.03,S,2,103.485,76.120192,0.998521803,NP
7528,135,3.8,1.9,4.0,5,3,0.61,HC,0.2,1.52,0.59,0.87,1.68,3,1.2,0.0,0.02,S,2,108.586,56.573184,1.0,NP
7529,315,2.7,2.8,3.1,6,3,0.63,NC,0.25,0.7,0.57,0.84,1.48,3,1.03,0.0,0.02,S,2,104.015,61.842376,0.997598628,NP
7530,270,3.5,2.4,3.5,5,2,0.18,LC,0.25,4.09,0.85,0.45,1.97,3,1.46,0.0,0.03,S,2,123.71,78.736478,0.044711687,P
7531,45,3.2,3.4,4.7,4,4,0.25,NC,0.25,1.61,0.66,0.52,0.91,3,0.52,0.0,0.03,S,2,110.899,62.187876,0.336650083,P
7532,180,1.5,1.8,4.9,8,5,0.46,LC,0.25,4.9,0.4,0.57,0.66,3,0.3,0.0,0.02,S,2,105.712,45.182292,1.0,NP
7533,45,2.8,3.3,3.2,6,6,0.67,NC,0.35,2.04,0.31,0.78,1.29,3,0.85,0.0,0.01,S,2,100.448,69.301883,1.0,NP
7534,45,3.9,2.6,3.7,7,2,0.19,NC,0.35,3.85,0.46,0.47,0.54,3,0.2,0.0,0.05,S,2,118.301,36.097756,0.072319837,P
7535,270,1.9,3.6,4.3,5,2,0.11,BR,0.4,5.19,0.36,0.55,1.88,3,1.37,0.0,0.05,S,2,125.765,80.719151,0.049105443,P
7536,90,2.2,2.9,3.3,9,4,0.38,HC,0.2,4.56,0.53,0.43,1.11,3,0.7,0.0,0.04,S,2,107.075,76.399725,0.461444308,P
7537,0,2.4,3.1,4.6,7,5,0.41,BR,0.35,2.81,0.77,0.65,1.12,3,0.71,0.0,0.02,S,2,110.487,47.648237,0.755144751,NP
7538,270,2.5,3.9,3.9,8,1,0.74,LC,0.3,3.7,0.28,0.76,1.57,3,1.1,0.0,0.04,S,2,105.582,77.784455,0.362046117,NP
7539,135,2.1,1.5,4.5,9,6,0.5,LC,0.4,2.38,0.81,0.6,0.7,3,0.34,0.0,0.01,S,2,117.829,4.751603,1.0,NP
7540,270,2.0,3.1,4.2,4,6,0.51,LC,0.25,1.89,0.66,0.72,1.54,3,1.08,0.0,0.01,S,2,103.9941904,56.839286,1.0,NP
7541,45,1.9,3.6,3.4,7,2,0.25,NC,0.4,4.1,0.85,0.6,1.28,3,0.85,0.0,0.03,S,2,112.461025,76.923745,0.093642939,P
7542,225,3.4,2.0,4.2,4,5,0.61,LC,0.35,0.94,0.56,0.81,1.05,3,0.64,0.0,0.03,S,2,103.0321739,40.036058,0.995790279,NP
7543,270,3.2,2.5,3.5,9,6,0.54,HC,0.2,1.73,0.41,0.45,1.19,3,0.77,0.0,0.04,S,2,100.804452,68.632813,0.729186913,NP
7544,270,2.9,2.0,3.9,8,3,0.36,LC,0.3,3.61,0.79,0.78,0.68,3,0.32,0.0,0.04,S,2,102.4367703,28.881181,1.0,NP
7545,90,2.6,3.3,4.1,8,7,0.22,NC,0.3,4.63,0.27,0.72,1.97,3,1.46,0.0,0.05,S,2,102.3358308,83.632312,0.279939668,P
7546,180,3.8,3.6,5.0,8,4,0.46,HC,0.25,2.12,0.51,0.76,1.91,3,1.4,0.0,0.03,S,2,103.8558603,78.671949,0.834178404,P
7547,45,1.6,2.3,4.8,6,1,0.19,BR,0.25,4.87,0.58,0.89,0.92,3,0.53,0.0,0.04,S,2,112.3062577,76.352564,0.161290323,P
7548,315,2.9,3.0,4.4,7,2,0.58,NC,0.25,1.51,0.72,0.83,0.76,3,0.39,0.0,0.02,S,2,100.6332833,67.100667,0.442759441,P
7549,0,2.3,2.9,4.7,5,1,0.12,NC,0.2,2.98,0.62,0.63,1.71,3,1.22,0.0,0.02,S,2,123.0645325,78.315247,0.001949318,P
7550,45,3.5,1.7,3.2,9,2,0.71,LC,0.35,0.71,0.76,0.55,0.42,3,0.09,0.0,0.02,S,2,104.033424,30.413161,0.242424242,P
7551,180,3.6,2.7,4.0,7,6,0.42,NC,0.4,2.74,0.32,0.52,1.79,3,1.29,0.0,0.01,S,2,100.2055408,79.818821,0.611745947,P
7552,90,3.7,2.5,4.7,5,5,0.32,NC,0.3,3.34,0.64,0.4,0.56,3,0.22,0.0,0.03,S,2,105.5954262,59.371439,0.298574224,P
7553,90,2.6,1.6,3.6,9,5,0.67,LC,0.25,3.79,0.83,0.85,0.99,3,0.59,0.0,0.02,S,2,103.7963465,32.242588,1.0,P
7554,135,1.5,3.9,4.5,5,3,0.39,HC,0.3,3.03,0.46,0.67,1.46,3,1.0,0.0,0.05,S,2,105.4997337,80.139779,0.348858039,P
7555,135,2.1,3.2,3.0,6,3,0.73,LC,0.4,2.4,0.38,0.61,1.63,3,1.16,0.0,0.03,S,2,97.40836774,77.667668,0.515292296,P
7556,225,3.1,1.8,2.9,6,7,0.65,BR,0.35,5.31,0.44,0.53,0.65,3,0.3,0.0,0.05,S,2,98.93969727,31.644918,1.0,NP
7557,90,2.2,2.2,3.1,10,4,0.28,NC,0.2,4.26,0.71,0.48,1.15,3,0.73,0.0,0.04,S,2,108.039534,76.584615,0.137912385,P
7558,180,2.4,3.9,3.3,10,4,0.15,LC,0.35,4.61,0.35,0.67,0.34,3,0.02,0.0,0.01,S,2,99.98749094,66.715634,0.30312241,P
7559,225,4.0,3.5,3.7,8,3,0.45,BR,0.35,1.16,0.49,0.44,1.42,3,0.97,0.0,0.03,S,2,107.0862412,77.244892,0.215373326,P
7560,225,3.2,3.1,4.3,6,2,0.35,NC,0.35,3.24,0.51,0.66,1.83,1,0.0,0.01,0.0,S,2,116.417,73.761283,0.257871455,P
7561,45,1.6,2.0,3.4,7,3,0.62,NC,0.35,2.73,0.77,0.43,1.12,1,0.0,0.02,0.0,S,2,112.976,14.876202,1.0,NP
7562,135,3.3,2.7,3.7,8,3,0.16,BR,0.25,1.76,0.49,0.72,0.52,1,0.0,0.04,0.0,S,2,108.509,44.666967,0.326269956,P
7563,135,3.1,2.6,3.3,7,6,0.31,LC,0.4,3.76,0.61,0.86,1.48,1,0.0,0.0,0.0,S,2,106.631,53.637821,0.792028287,NP
7564,90,2.9,3.5,4.3,10,7,0.39,HC,0.2,4.26,0.65,0.75,1.18,1,0.0,0.02,0.0,S,2,111.685,29.33422,1.0,NP
7565,270,4.0,2.4,3.9,8,5,0.25,NC,0.3,1.5,0.42,0.59,1.3,1,0.0,0.04,0.0,S,2,110.315,65.175881,0.416913547,NP
7566,45,3.8,3.9,4.4,8,6,0.72,NC,0.3,4.62,0.36,0.82,1.73,1,0.0,0.02,0.0,S,2,108.536,64.022139,1.0,NP
7567,270,2.4,3.9,4.9,9,4,0.49,LC,0.2,3.52,0.29,0.45,0.67,1,0.0,0.04,0.0,S,2,101.5,65.66729,1.0,NP
7568,90,3.5,1.6,4.1,5,4,0.26,LC,0.4,0.97,0.53,0.84,1.6,1,0.0,0.01,0.0,S,2,108.956,76.72476,0.399719495,P
7569,90,2.1,2.8,4.6,9,4,0.51,NC,0.3,4.12,0.44,0.89,0.94,1,0.0,0.03,0.0,S,2,105.72,51.879121,1.0,NP
7570,315,2.3,1.6,3.4,10,2,0.54,LC,0.25,2.03,0.71,0.57,1.52,1,0.0,0.02,0.0,S,2,113.522,66.300481,0.314695341,P
7571,45,2.4,2.5,3.1,5,2,0.62,NC,0.35,2.41,0.32,0.61,1.06,1,0.0,0.05,0.0,S,2,104.88,65.668403,0.348241424,P
7572,135,2.1,2.1,3.7,8,5,0.65,HC,0.2,3.41,0.58,0.62,0.34,1,0.0,0.03,0.0,S,2,102.871,20.005251,0.899464604,NP
7573,45,1.9,3.4,4.9,5,6,0.57,LC,0.35,4.9,0.46,0.46,1.76,1,0.0,0.03,0.0,S,2,117.35,37.49399,1.0,NP
7574,180,2.7,1.9,3.5,5,4,0.3,BR,0.25,1.85,0.86,0.76,1.99,1,0.0,0.03,0.0,S,2,112.225,53.025841,0.576236614,NP
7575,315,1.5,2.5,4.8,4,3,0.22,NC,0.35,1.11,0.31,0.7,0.94,1,0.0,0.04,0.0,S,2,105.62,71.156517,0.54398311,NP
7576,225,3.6,3.7,2.9,6,5,0.14,NC,0.25,2.32,0.57,0.65,0.43,1,0.0,0.03,0.0,S,2,112.527,25.865718,0.166505885,P
7577,180,1.8,3.6,4.5,4,6,0.55,HC,0.3,2.57,0.67,0.69,0.86,1,0.0,0.01,0.0,S,2,115.206,5.767895,1.0,NP
7578,45,3.9,2.0,4.1,5,1,0.1,HC,0.25,1.26,0.79,0.78,0.59,1,0.0,0.01,0.0,S,2,116.051,44.472756,0.0999001,P
7579,270,2.7,2.2,3.2,6,6,0.37,LC,0.3,4.43,0.75,0.52,0.63,1,0.0,0.02,0.0,S,2,106.69,15.092147,0.741114524,NP
7580,225,3.4,3.5,2.9,7,3,0.74,BR,0.2,5.22,0.63,0.42,1.4,1,0.0,0.01,0.0,S,2,108.457,38.916016,0.418343067,NP
7581,225,1.9,3.0,4.0,9,4,0.46,BR,0.35,0.82,0.73,0.8,1.23,1,0.0,0.05,0.0,S,2,114.032,14.473729,1.0,NP
7582,0,2.9,3.2,4.7,7,2,0.43,LC,0.3,5.0,0.38,0.55,1.94,1,0.0,0.05,0.0,S,2,113.079,79.451837,0.316346422,P
7583,180,2.5,1.8,3.8,7,7,0.2,LC,0.4,3.87,0.39,0.5,0.78,1,0.0,0.0,0.0,S,2,103.865,50.014022,0.998833819,NP
7584,180,3.4,3.2,3.1,10,1,0.67,LC,0.4,2.93,0.81,0.49,1.62,1,0.0,0.01,0.0,S,2,115.11,53.476938,0.244965648,NP
7585,180,3.5,2.2,3.4,8,4,0.63,NC,0.35,2.48,0.83,0.45,1.25,1,0.0,0.04,0.0,S,2,112.34,18.283654,0.477586788,NP
7586,45,3.8,3.5,3.9,5,1,0.43,BR,0.25,4.43,0.7,0.42,0.6,1,0.0,0.02,0.0,S,2,114.661,38.832799,0.149565217,P
7587,135,2.8,2.6,4.4,8,4,0.73,BR,0.25,4.84,0.55,0.76,0.98,1,0.0,0.01,0.0,S,2,109.149,33.1457,1.0,NP
7588,225,3.3,1.5,2.9,7,3,0.57,LC,0.4,5.06,0.39,0.67,1.2,1,0.0,0.03,0.0,S,2,104.765,41.48137,1.0,NP
7589,270,3.5,2.9,3.8,9,6,0.15,LC,0.3,1.66,0.73,0.72,0.47,1,0.0,0.05,0.0,S,2,107.517,27.95716,0.447241292,P
7590,180,2.9,2.0,3.0,6,5,0.31,BR,0.4,2.94,0.45,0.8,1.98,1,0.0,0.01,0.0,S,2,106.023,74.167582,0.542510121,NP
7591,135,3.0,1.7,3.5,4,7,0.11,NC,0.3,1.07,0.53,0.59,0.77,1,0.0,0.03,0.0,S,2,104.135,44.648867,0.572675912,P
7592,0,2.2,3.7,4.3,10,6,0.21,NC,0.3,3.68,0.78,0.6,0.82,1,0.0,0.02,0.0,S,2,108.787,30.196047,0.897738133,NP
7593,315,1.9,2.4,3.7,7,1,0.5,HC,0.35,4.27,0.61,0.73,0.33,1,0.0,0.04,0.0,S,2,104.688,28.09976,0.40253019,NP
7594,270,2.4,3.3,3.2,9,2,0.59,NC,0.3,1.32,0.64,0.83,1.73,1,0.0,0.04,0.0,S,2,107.03,70.737179,0.401636661,P
7595,90,1.7,3.4,4.6,8,6,0.34,LC,0.35,2.82,0.47,0.86,1.85,1,0.0,0.05,0.0,S,2,111.732,67.897386,1.0,NP
7596,315,2.7,3.1,4.8,5,5,0.46,HC,0.25,3.85,0.35,0.54,1.41,1,0.0,0.03,0.0,S,2,108.937,59.730998,0.723167337,NP
7597,90,2.0,3.8,4.1,6,2,0.25,NC,0.25,1.92,0.3,0.65,1.07,1,0.0,0.04,0.0,S,2,109.503,73.244124,0.302564103,P
7598,45,1.6,2.0,4.2,9,3,0.67,NC,0.2,3.32,0.33,0.49,1.52,1,0.0,0.03,0.0,S,2,110.561,55.510817,1.0,NP
7599,135,3.9,2.8,4.9,5,5,0.36,LC,0.2,0.88,0.79,0.5,1.62,1,0.0,0.02,0.0,S,2,115.683,62.236912,0.462337662,P
7600,45,3.2,2.8,4.7,7,5,0.67,NC,0.3,4.19,0.46,0.47,1.54,1,0.0,0.0,0.05,S,2,106.0444397,62.936198,0.736796537,NP
7601,270,2.8,1.9,2.9,7,7,0.48,LC,0.25,0.96,0.65,0.79,0.54,1,0.0,0.03,0.0,S,2,109.7100739,2.786745,1.0,NP
