,G1,G2,G3,G4,G5,G6,G7,Wa1,Wa2,Wi1,Wi2,Wi3,I,S1,S2,Tw,Tr,L,R,E,AC,D1,D2
0,270,3.9,3.2,4.9,4,3,0.71,NC,0.35,3.76,0.45,0.88,0.99,1,0.0,0.0,0.0,B,1,76.516,55.279781,1.0,NP
1,315,1.8,1.6,4.2,5,5,0.33,HC,0.3,1.02,0.54,0.48,1.4,1,0.0,0.0,0.0,B,1,79.545,60.333534,0.729953917,NP
2,225,2.4,2.0,4.3,6,4,0.22,BR,0.2,1.94,0.71,0.78,1.21,1,0.0,0.0,0.0,B,1,79.11,60.483974,0.650300055,P
3,270,1.9,3.8,3.1,7,4,0.3,NC,0.3,2.66,0.52,0.67,0.71,1,0.0,0.0,0.0,B,1,79.651,55.449386,0.713513514,P
4,135,1.6,3.5,5.0,9,1,0.4,LC,0.25,1.05,0.69,0.6,1.73,1,0.0,0.0,0.0,B,1,87.257,62.404597,0.259467041,P
5,270,3.1,2.7,3.8,9,6,0.25,HC,0.35,2.12,0.65,0.43,1.99,1,0.0,0.0,0.0,B,1,82.362,61.369048,0.443550882,P
6,225,3.6,2.4,3.5,8,6,0.5,LC,0.25,1.34,0.41,0.56,1.07,1,0.0,0.0,0.0,B,1,78.712,54.638355,0.791129757,NP
7,45,3.7,2.2,4.7,10,2,0.11,HC,0.3,3.99,0.55,0.81,0.43,1,0.0,0.0,0.0,B,1,98.811,55.455128,0.096527557,P
8,135,2.0,2.1,2.9,8,1,0.55,LC,0.25,4.08,0.27,0.62,1.78,1,0.0,0.0,0.0,B,1,82.579,60.652885,0.349593496,P
9,225,3.3,3.1,4.1,9,3,0.26,BR,0.2,3.0,0.5,0.44,1.66,1,0.0,0.0,0.0,B,1,85.518,64.462569,0.27112232,P
10,90,2.8,3.6,3.3,6,4,0.66,BR,0.35,1.67,0.32,0.69,1.55,1,0.0,0.0,0.0,B,1,75.94,61.839133,0.959026889,NP
11,0,3.5,3.0,4.3,5,7,0.49,NC,0.35,4.82,0.72,0.76,0.38,1,0.0,0.0,0.0,B,1,81.217,41.378777,1.0,NP
12,0,2.9,3.1,3.4,7,5,0.14,NC,0.3,4.52,0.85,0.59,0.59,1,0.0,0.0,0.0,B,1,94.182,49.374509,0.183203911,P
13,270,2.4,1.5,4.0,6,5,0.67,LC,0.35,5.06,0.37,0.52,1.47,1,0.0,0.0,0.0,B,1,77.635,63.307959,1.0,NP
14,45,2.6,1.9,3.6,8,5,0.35,HC,0.3,0.66,0.82,0.86,0.91,1,0.0,0.0,0.0,B,1,80.672,45.844351,0.715951245,P
15,135,2.6,3.3,3.0,5,2,0.37,LC,0.25,4.36,0.59,0.75,0.48,1,0.0,0.0,0.0,B,1,90.862,39.926382,0.269381599,P
16,90,2.1,3.6,3.2,5,6,0.54,NC,0.3,3.14,0.34,0.4,0.75,1,0.0,0.0,0.0,B,1,77.496,57.86859,0.798351082,P
17,270,3.0,2.6,3.6,7,4,0.73,BR,0.25,4.71,0.3,0.72,1.27,1,0.0,0.0,0.0,B,1,74.905,66.794299,1.0,NP
18,135,1.9,2.8,4.6,10,3,0.59,LC,0.4,5.21,0.64,0.46,0.81,1,0.0,0.0,0.0,B,1,79.044,55.408654,0.999017199,NP
19,45,3.8,2.3,4.5,6,4,0.6,LC,0.4,1.45,0.61,0.81,1.12,1,0.0,0.0,0.0,B,1,78.392,50.463675,0.993185185,NP
20,45,2.2,2.6,3.8,7,1,0.65,NC,0.35,2.32,0.81,0.71,1.53,1,0.0,0.0,0.0,B,1,80.929,52.850962,0.434564523,P
21,180,3.4,4.0,4.5,4,7,0.17,NC,0.3,2.38,0.46,0.5,1.87,1,0.0,0.0,0.0,B,1,81.911,64.494291,0.466654071,P
22,180,1.6,3.7,4.8,8,2,0.42,LC,0.4,3.37,0.75,0.85,1.91,1,0.0,0.0,0.0,B,1,79.934,56.189904,1.0,NP
23,180,3.2,2.2,3.9,9,6,0.18,NC,0.25,2.83,0.41,0.65,1.29,1,0.0,0.0,0.0,B,1,78.551,67.135817,0.581395349,NP
24,90,3.6,1.7,2.8,6,3,0.46,NC,0.2,3.52,0.77,0.54,0.64,1,0.0,0.0,0.0,B,1,82.917,36.116453,1.0,NP
25,135,2.5,2.0,4.9,6,1,0.64,NC,0.4,4.77,0.6,0.66,0.45,1,0.0,0.0,0.0,B,1,81.772,47.28766,0.896912611,NP
26,0,3.5,1.6,4.8,4,3,0.58,LC,0.25,3.93,0.8,0.73,0.7,1,0.0,0.0,0.0,B,1,82.271,45.173528,1.0,NP
27,180,2.0,2.9,4.1,7,4,0.43,NC,0.3,1.01,0.4,0.55,1.38,1,0.0,0.0,0.0,B,1,77.113,61.126374,1.0,NP
28,90,1.8,3.7,4.2,10,4,0.2,LC,0.3,2.3,0.84,0.86,1.19,1,0.0,0.0,0.0,B,1,79.093,57.805823,1.0,P
29,45,3.8,3.4,4.4,7,4,0.12,LC,0.25,1.79,0.45,0.58,0.98,1,0.0,0.0,0.0,B,1,94.28,55.542535,0.11920398,P
30,135,2.1,2.4,3.4,4,6,0.56,NC,0.35,3.21,0.35,0.69,1.92,1,0.0,0.0,0.0,B,1,76.564,61.895032,1.0,NP
31,45,3.0,2.7,3.8,8,6,0.39,LC,0.4,4.68,0.58,0.41,1.68,1,0.0,0.0,0.0,B,1,79.286,58.745421,0.620402942,P
32,315,2.3,2.6,3.8,5,5,0.15,BR,0.2,4.38,0.75,0.61,1.85,1,0.0,0.0,0.0,B,1,85.88,61.683494,0.300653595,P
33,270,1.5,1.7,3.4,5,3,0.72,BR,0.3,1.56,0.3,0.49,1.52,1,0.0,0.0,0.0,B,1,76.739,61.846955,1.0,NP
34,90,3.6,3.7,2.9,8,3,0.28,HC,0.35,2.99,0.54,0.77,0.36,1,0.0,0.0,0.0,B,1,89.205,39.927588,0.329345939,P
35,270,2.6,2.3,4.4,8,6,0.51,HC,0.2,3.65,0.72,0.79,0.84,1,0.0,0.0,0.0,B,1,80.612,50.452724,1.0,NP
36,225,3.3,2.0,3.0,9,2,0.32,NC,0.25,2.7,0.67,0.88,1.08,1,0.0,0.0,0.0,B,1,91.586,55.373197,0.203155819,P
37,225,4.0,3.9,3.7,9,1,0.45,NC,0.35,1.93,0.65,0.52,1.27,1,0.0,0.0,0.0,B,1,91.421,54.566239,0.190530988,P
38,180,2.9,3.3,3.1,6,5,0.24,LC,0.3,5.25,0.34,0.45,1.72,1,0.0,0.0,0.0,B,1,88.864,58.549107,0.229149798,P
39,45,2.8,3.0,4.6,9,7,0.67,HC,0.35,0.68,0.48,0.63,0.65,1,0.0,0.0,0.0,B,1,83.198,42.218407,1.0,NP
40,180,3.3,3.0,2.9,5,6,0.73,LC,0.25,2.93,0.51,0.5,0.38,1,0.0,0.0,0.0,B,1,79.53191612,44.513221,0.787,NP
41,225,1.8,1.9,4.9,4,7,0.27,BR,0.25,4.52,0.61,0.87,1.76,1,0.0,0.0,0.0,B,1,78.93501058,59.358474,1.0,NP
42,90,2.0,2.4,3.8,10,2,0.44,LC,0.35,2.74,0.39,0.79,0.98,1,0.0,0.0,0.0,B,1,79.9652631,62.115385,0.477,P
43,270,3.7,3.3,4.1,5,6,0.22,NC,0.4,3.96,0.42,0.59,1.26,1,0.0,0.0,0.0,B,1,81.05972629,65.785256,0.464,P
44,135,3.0,4.0,4.0,10,5,0.24,BR,0.35,3.33,0.78,0.73,0.82,1,0.0,0.0,0.0,B,1,84.1682702,58.829747,0.39,P
45,225,3.5,2.5,4.9,5,1,0.18,LC,0.35,4.79,0.66,0.53,1.35,1,0.0,0.0,0.0,B,1,90.04028869,62.05028,0.144,P
46,90,3.5,3.0,3.6,9,4,0.56,NC,0.25,3.83,0.27,0.64,0.43,1,0.0,0.0,0.0,B,1,76.7509917,65.658482,0.555,P
47,135,3.8,2.6,3.0,6,3,0.33,NC,0.3,1.68,0.54,0.71,1.01,1,0.0,0.0,0.0,B,1,79.4947867,55.45317,0.52,P
48,0,2.5,2.0,4.4,5,3,0.68,NC,0.3,0.93,0.49,0.45,1.48,1,0.0,0.0,0.0,B,1,77.80768724,57.734776,1.0,NP
49,90,3.2,3.2,4.7,9,3,0.62,HC,0.2,5.15,0.42,0.85,1.62,1,0.0,0.0,0.0,B,1,75.81017633,66.899414,1.0,NP
50,225,3.1,3.5,3.8,6,6,0.69,NC,0.3,2.42,0.32,0.76,0.64,1,0.0,0.0,0.0,B,1,75.54943779,60.541724,1.0,NP
51,270,1.7,1.6,4.3,8,5,0.59,LC,0.3,1.24,0.83,0.67,1.54,1,0.0,0.0,0.0,B,1,87.0800137,45.295974,1.0,NP
52,270,3.9,2.8,3.1,8,2,0.42,BR,0.4,4.4,0.73,0.41,0.71,1,0.0,0.0,0.0,B,1,97.03686076,52.11424,0.102,P
53,135,2.7,3.5,4.0,8,4,0.48,BR,0.25,3.23,0.33,0.44,1.97,1,0.0,0.0,0.0,B,1,76.99577752,69.896334,0.642,NP
54,0,2.1,3.7,4.5,8,4,0.5,HC,0.3,5.06,0.81,0.55,1.11,1,0.0,0.0,0.0,B,1,81.14076261,45.705128,1.0,NP
55,315,1.6,2.2,3.0,6,2,0.64,NC,0.2,2.16,0.65,0.6,0.9,1,0.0,0.0,0.0,B,1,80.94392017,49.604567,0.507,P
56,45,2.2,3.8,3.6,7,4,0.14,LC,0.25,1.37,0.71,0.83,1.31,1,0.0,0.0,0.0,B,1,82.61327776,58.066774,0.435,P
57,45,2.5,2.6,3.4,9,1,0.32,HC,0.4,2.02,0.75,0.68,1.77,1,0.0,0.0,0.0,B,1,89.00731561,60.596287,0.236,P
58,225,2.3,1.7,3.3,7,5,0.37,HC,0.35,3.52,0.45,0.81,1.92,1,0.0,0.0,0.0,B,1,76.55220423,65.948317,0.789,NP
59,180,2.9,2.1,4.6,7,6,0.11,LC,0.35,0.89,0.59,0.51,0.52,1,0.0,0.0,0.0,B,1,86.8990728,54.831731,0.313,P
60,180,1.9,1.9,3.8,9,2,0.57,LC,0.2,1.85,0.33,0.44,0.71,2,0.66,0.0,0.0,B,1,82.46,56.424279,0.434623813,NP
61,135,3.5,2.6,4.6,7,3,0.23,LC,0.35,1.2,0.74,0.8,0.87,2,0.16,0.0,0.0,B,1,80.488,51.522436,0.788860472,P
62,270,3.9,2.7,2.9,10,6,0.48,NC,0.3,2.61,0.58,0.79,0.85,2,0.53,0.0,0.0,B,1,78.275,54.904291,0.705464347,NP
63,45,3.0,2.2,3.6,7,6,0.72,HC,0.35,0.92,0.67,0.63,1.87,2,1.42,0.0,0.0,B,1,77.327,54.39217,1.0,NP
64,315,3.5,1.6,3.2,5,2,0.52,NC,0.4,3.42,0.46,0.83,1.12,2,0.83,0.0,0.0,B,1,89.145,59.077524,0.243104254,P
65,180,3.7,2.9,4.3,6,6,0.15,BR,0.2,4.69,0.31,0.68,0.64,2,0.3,0.0,0.0,B,1,81.829,62.434753,0.447248258,P
66,225,3.2,2.3,3.1,8,7,0.75,NC,0.25,1.72,0.53,0.47,1.59,2,0.13,0.0,0.0,B,1,80.642,47.016226,1.0,NP
67,225,1.6,3.9,3.3,7,5,0.27,NC,0.35,4.99,0.66,0.56,0.5,2,0.86,0.0,0.0,B,1,83.24,55.536191,0.462924173,P
68,0,3.3,3.9,5.0,9,4,0.4,NC,0.2,2.9,0.8,0.76,0.56,2,1.28,0.0,0.0,B,1,77.384,59.356303,0.9998002,NP
69,90,2.1,2.1,3.9,4,3,0.37,HC,0.3,1.43,0.63,0.59,1.69,2,0.35,0.0,0.0,B,1,78.223,56.244231,1.0,NP
70,135,2.7,1.5,4.1,5,4,0.24,LC,0.35,4.93,0.71,0.73,1.35,2,0.73,0.0,0.0,B,1,80.689,63.927618,0.470396877,P
71,135,2.8,3.1,4.7,6,7,0.53,LC,0.2,1.99,0.61,0.86,0.4,2,0.91,0.0,0.0,B,1,78.911,48.197688,1.0,NP
72,45,2.9,3.6,4.7,9,5,0.1,LC,0.25,5.15,0.77,0.51,1.45,2,1.1,0.0,0.0,B,1,93.22,64.34333,0.09414381,P
73,180,2.4,3.3,3.9,10,5,0.42,NC,0.35,0.68,0.74,0.53,0.35,2,0.57,0.0,0.0,B,1,84.05,46.368189,0.547626841,P
74,270,3.9,1.8,3.3,9,3,0.6,NC,0.35,3.84,0.36,0.45,1.28,2,1.35,0.0,0.0,B,1,74.441,70.578259,1.0,NP
75,180,1.7,2.6,4.4,8,4,0.46,BR,0.4,4.52,0.49,0.89,1.54,2,1.13,0.0,0.0,B,1,74.705,73.255208,1.0,NP
76,0,2.1,3.2,4.1,4,2,0.63,HC,0.3,3.23,0.48,0.65,1.05,2,1.05,0.0,0.0,B,1,78.608,57.346755,0.614789005,NP
77,315,2.7,3.2,4.3,9,3,0.35,HC,0.4,4.37,0.54,0.66,1.22,2,1.23,0.0,0.0,B,1,78.365,70.512821,0.559748428,P
78,90,3.7,1.8,2.9,6,2,0.3,NC,0.25,2.52,0.43,0.4,0.95,2,0.21,0.0,0.0,B,1,98.474,52.446581,0.08297456,P
79,90,2.5,3.4,4.9,8,5,0.55,BR,0.3,1.22,0.39,0.55,1.82,2,0.72,0.0,0.0,B,1,76.15,68.098458,0.769113616,P
80,90,1.9,2.0,3.0,6,4,0.68,LC,0.3,3.03,0.58,0.48,0.77,2,0.94,0.0,0.0,B,1,77.137,57.411058,1.0,NP
81,225,3.3,3.7,3.8,5,1,0.66,LC,0.3,4.18,0.84,0.6,1.67,2,1.48,0.0,0.0,B,1,85.254,56.077724,0.3028451,NP
82,270,2.4,2.4,3.6,5,4,0.16,BR,0.25,3.66,0.35,0.71,2.0,2,1.16,0.0,0.0,B,1,86.552,67.869925,0.310547759,P
83,225,1.6,2.9,3.5,7,6,0.2,NC,0.25,2.31,0.82,0.73,1.14,2,0.46,0.0,0.0,B,1,78.608,55.699691,0.999434069,NP
84,45,2.3,3.7,4.5,7,1,0.33,LC,0.3,3.62,0.28,0.82,1.94,2,0.42,0.0,0.0,B,1,87.459,69.372863,0.23957382,P
85,90,1.7,1.8,4.1,10,3,0.23,HC,0.35,2.87,0.78,0.48,0.79,2,0.41,0.0,0.0,B,1,81.0,58.605769,0.640692641,NP
86,225,2.2,3.5,3.5,7,3,0.65,NC,0.2,0.67,0.74,0.79,0.56,2,0.21,0.0,0.0,B,1,81.677,44.416466,0.744186047,NP
87,135,2.0,3.7,3.9,7,6,0.52,HC,0.4,5.26,0.56,0.45,2.01,2,1.49,0.0,0.0,B,1,75.754,68.893697,1.0,NP
88,270,3.6,3.1,3.0,8,6,0.49,BR,0.25,4.86,0.35,0.59,0.94,2,0.55,0.0,0.0,B,1,76.98,63.228404,0.619025629,NP
89,45,3.3,2.9,3.2,9,5,0.4,LC,0.35,1.78,0.54,0.43,0.43,2,0.09,0.0,0.0,B,1,90.549,41.742359,0.323616734,P
90,90,2.4,3.2,4.2,6,5,0.17,BR,0.35,1.44,0.68,0.86,1.54,2,1.08,0.0,0.0,B,1,84.383,64.659455,0.432624113,P
91,135,3.9,1.9,4.6,5,7,0.43,NC,0.3,1.22,0.64,0.51,1.37,2,0.93,0.0,0.0,B,1,77.662,55.558226,1.0,NP
92,0,2.0,2.5,3.4,10,4,0.11,NC,0.3,4.33,0.44,0.66,1.67,2,1.19,0.0,0.0,B,1,86.846,68.625,0.242804814,P
93,270,3.1,2.2,3.6,5,2,0.6,LC,0.3,4.65,0.41,0.8,0.46,2,0.13,0.0,0.0,B,1,84.276,50.161401,0.326725124,P
94,0,3.5,4.0,3.8,8,4,0.2,NC,0.35,2.23,0.59,0.85,0.71,2,0.35,0.0,0.0,B,1,84.513,54.508714,0.392955421,P
95,180,2.6,2.7,4.8,4,4,0.57,LC,0.2,3.84,0.74,0.54,1.85,2,1.35,0.0,0.0,B,1,77.607,56.177885,1.0,NP
96,135,3.7,1.7,4.4,5,2,0.36,BR,0.3,2.8,0.28,0.68,1.68,2,1.2,0.0,0.0,B,1,88.805,70.484108,0.220838522,P
97,315,2.9,3.4,4.4,6,1,0.29,NC,0.25,3.7,0.85,0.73,1.02,2,0.62,0.0,0.0,B,1,90.246,59.65831,0.219167321,P
98,180,1.6,2.4,2.8,9,2,0.7,LC,0.4,3.27,0.48,0.63,1.33,2,0.89,0.0,0.0,B,1,79.515,55.062099,0.568977351,NP
99,225,2.8,2.0,4.9,7,5,0.73,NC,0.25,2.07,0.38,0.71,1.15,2,0.73,0.0,0.0,B,1,76.028,65.683379,1.0,NP
100,90,3.8,3.9,3.4,4,5,0.39,HC,0.4,2.04,0.36,0.51,0.53,2,0.18,0.0,0.0,B,1,87.96156844,50.679903,0.302,P
101,90,2.7,2.6,4.8,9,4,0.17,LC,0.4,4.65,0.86,0.88,0.84,2,0.46,0.0,0.0,B,1,80.08724561,65.79594,0.463,P
102,180,1.6,3.6,4.1,8,2,0.46,LC,0.2,3.63,0.75,0.66,1.09,2,0.68,0.0,0.0,B,1,79.71987304,55.627671,0.705,NP
103,315,3.7,2.1,3.0,9,7,0.51,LC,0.35,0.86,0.33,0.83,1.24,2,0.81,0.0,0.0,B,1,74.92788713,63.67735,1.0,P
104,135,3.5,2.5,5.0,6,6,0.25,BR,0.35,2.79,0.68,0.67,1.89,2,1.39,0.0,0.0,B,1,77.27051451,72.440905,0.737,P
105,315,3.2,3.3,3.8,9,3,0.35,HC,0.35,1.8,0.49,0.63,1.54,2,1.08,0.0,0.0,B,1,81.14782262,68.139595,0.411,P
106,225,1.8,1.8,4.5,5,6,0.41,LC,0.25,1.03,0.41,0.47,1.35,2,0.91,0.0,0.0,B,1,76.28159689,65.649038,1.0,NP
107,180,2.6,3.5,3.1,10,3,0.71,BR,0.25,1.36,0.32,0.81,0.74,2,0.37,0.0,0.0,B,1,76.15444843,63.056891,0.637,P
108,225,3.0,3.2,4.2,8,7,0.58,LC,0.3,3.19,0.72,0.6,0.97,2,0.57,0.0,0.0,B,1,79.04795484,50.514251,1.0,NP
109,45,3.5,2.2,3.6,8,2,0.73,NC,0.35,3.86,0.54,0.43,1.46,2,1.01,0.0,0.0,B,1,86.0355659,64.374399,0.236,P
110,45,3.1,2.0,3.8,7,5,0.13,NC,0.3,1.32,0.57,0.7,1.13,2,0.72,0.0,0.0,B,1,87.49486644,66.176511,0.246,P
111,135,1.8,3.7,3.5,6,6,0.14,NC,0.2,2.67,0.63,0.48,1.81,2,1.31,0.0,0.0,B,1,84.99285363,65.060764,0.253,P
112,225,3.3,2.3,3.3,9,1,0.28,BR,0.25,5.22,0.61,0.56,0.82,2,0.44,0.0,0.0,B,1,90.06185218,58.877404,0.206,P
113,0,2.3,3.8,3.2,8,1,0.53,NC,0.3,2.39,0.7,0.4,0.62,2,0.26,0.0,0.0,B,1,96.04549172,53.279915,0.125,P
114,90,2.9,2.8,4.6,4,2,0.64,NC,0.2,5.0,0.8,0.86,0.43,2,0.1,0.0,0.0,B,1,79.68064978,52.698195,0.54,NP
115,180,3.9,1.6,2.8,5,5,0.32,BR,0.25,4.59,0.46,0.75,1.29,2,0.85,0.0,0.0,B,1,78.29986461,64.601362,0.494,P
116,0,2.1,3.0,4.7,5,4,0.6,NC,0.25,3.3,0.28,0.58,1.98,2,1.47,0.0,0.0,B,1,74.18987007,75.326236,1.0,NP
117,270,2.0,2.7,4.0,6,4,0.45,HC,0.3,4.27,0.51,0.78,1.74,2,1.25,0.0,0.0,B,1,74.74581785,72.789263,1.0,P
118,90,2.5,3.0,4.4,7,4,0.23,NC,0.3,3.95,0.45,0.54,0.35,2,0.03,0.0,0.0,B,1,82.15741785,64.575893,0.381,P
119,270,2.2,1.9,4.3,7,3,0.68,LC,0.35,2.08,0.81,0.74,1.62,2,1.15,0.0,0.0,B,1,80.64361966,46.763221,1.0,NP
120,180,3.4,3.6,4.9,4,2,0.4,HC,0.35,4.62,0.52,0.82,1.71,3,1.24,0.0,0.0,B,1,82.68,68.162059,1.0,NP
121,90,2.2,1.5,3.5,10,5,0.73,LC,0.3,2.51,0.48,0.57,1.34,3,0.75,0.0,0.0,B,1,77.835,52.349359,0.597668998,P
122,180,3.0,3.9,3.4,8,5,0.67,NC,0.3,4.32,0.82,0.7,1.14,3,0.66,0.0,0.0,B,1,78.85,51.487714,0.454157783,P
123,90,2.5,1.9,3.8,6,6,0.26,LC,0.25,2.76,0.85,0.5,0.77,3,0.18,0.0,0.0,B,1,82.989,44.244792,0.137526205,P
124,180,1.6,2.0,4.6,9,7,0.72,NC,0.2,5.28,0.31,0.8,0.4,3,0.47,0.0,0.0,B,1,76.24,61.685096,0.267979844,P
125,225,1.7,3.0,4.0,8,4,0.24,LC,0.3,0.91,0.42,0.46,0.48,3,0.87,0.0,0.0,B,1,83.672,60.330529,0.673802817,NP
126,225,2.9,1.7,3.9,5,6,0.35,NC,0.2,4.97,0.38,0.6,1.06,3,0.44,0.0,0.0,B,1,75.581,68.9466,0.977522716,NP
127,90,2.4,2.6,3.5,9,4,0.13,BR,0.35,3.97,0.73,0.53,1.92,3,1.36,0.0,0.0,B,1,94.765,69.809696,1.0,NP
128,135,1.6,1.8,3.3,9,2,0.5,NC,0.25,0.81,0.4,0.84,1.56,3,0.29,0.0,0.0,B,1,78.584,64.38101,0.989450549,NP
129,315,3.9,2.1,4.8,8,7,0.29,HC,0.35,3.38,0.6,0.68,0.72,3,1.02,0.0,0.0,B,1,74.399,73.02938,1.0,NP
130,45,3.2,2.7,3.2,9,3,0.2,LC,0.3,2.01,0.48,0.41,1.8,3,0.55,0.0,0.0,B,1,92.319,60.823818,0.328150723,P
131,0,3.9,3.6,4.0,6,4,0.52,HC,0.35,1.24,0.64,0.47,1.17,3,0.15,0.0,0.0,B,1,80.949,48.468364,0.225806452,P
132,270,3.5,3.3,4.6,8,1,0.21,NC,0.25,3.57,0.62,0.79,1.87,3,0.99,0.0,0.0,B,1,90.261,69.773137,0.603872318,P
133,270,1.8,2.5,3.1,7,5,0.45,LC,0.4,3.11,0.8,0.77,1.42,3,1.16,0.0,0.0,B,1,76.772,63.301282,0.999306999,P
134,135,2.8,3.4,4.3,6,3,0.68,LC,0.4,3.04,0.32,0.54,1.37,3,0.69,0.0,0.0,B,1,74.972,68.249485,0.243771044,P
135,45,3.2,3.3,5.0,6,6,0.12,LC,0.3,4.06,0.69,0.59,1.27,3,0.52,0.0,0.0,B,1,87.815,65.748197,0.222766763,P
136,90,2.0,3.0,4.2,4,6,0.37,BR,0.35,1.92,0.71,0.87,0.36,3,1.09,0.0,0.0,B,1,75.625,61.230082,0.553010626,NP
137,45,2.3,2.2,3.7,5,3,0.32,HC,0.2,1.04,0.45,0.43,0.98,3,0.23,0.0,0.0,B,1,81.32,58.471154,0.396099025,P
138,45,3.7,4.0,3.6,5,4,0.47,BR,0.25,4.51,0.65,0.67,2.01,3,0.33,0.0,0.0,B,1,78.151,60.149306,0.957899502,NP
139,270,3.7,2.5,4.3,9,1,0.6,NC,0.2,2.6,0.53,0.62,1.66,3,0.81,0.0,0.0,B,1,77.858,63.829683,0.198256538,P
140,135,2.2,3.7,4.5,10,4,0.56,LC,0.4,4.92,0.56,0.5,0.87,3,1.44,0.0,0.0,B,1,75.026,50.268697,0.370191297,NP
141,180,2.0,2.8,3.1,7,5,0.42,NC,0.25,1.45,0.29,0.64,1.52,3,1.3,0.0,0.0,B,1,79.05,70.139423,1.0,NP
142,225,3.4,3.2,4.7,7,2,0.59,BR,0.35,2.33,0.75,0.86,0.55,3,1.48,0.0,0.0,B,1,80.068,55.883413,0.632181378,NP
143,135,2.7,2.3,3.0,6,2,0.17,NC,0.3,3.83,0.77,0.72,0.83,3,0.91,0.0,0.0,B,1,98.774,53.4375,0.707666851,P
144,315,3.0,1.9,2.8,5,2,0.62,LC,0.3,1.69,0.36,0.74,0.66,3,1.21,0.0,0.0,B,1,92.108,44.89612,1.0,NP
145,45,3.6,3.8,2.9,5,6,0.6,LC,0.25,4.98,0.85,0.66,0.66,3,0.31,0.0,0.0,B,1,80.708,38.83636,0.680020544,P
146,135,2.1,2.6,3.2,6,3,0.54,NC,0.4,2.71,0.38,0.81,1.5,3,1.04,0.0,0.0,B,1,75.172,68.872596,0.975544923,NP
147,225,3.1,3.0,3.5,5,7,0.49,NC,0.25,3.48,0.41,0.84,0.49,3,0.15,0.0,0.0,B,1,76.49,55.271291,0.152690864,P
148,135,3.3,1.8,3.7,9,4,0.74,LC,0.35,0.92,0.8,0.71,1.33,3,0.89,0.0,0.0,B,1,79.557,52.934946,0.614746544,NP
149,0,2.9,2.9,4.4,10,4,0.66,HC,0.3,2.14,0.28,0.79,1.74,3,1.25,0.0,0.0,B,1,73.454,74.735086,1.0,NP
150,225,3.9,3.6,4.3,7,4,0.4,LC,0.3,1.41,0.77,0.42,1.12,3,0.7,0.0,0.0,B,1,86.862,53.86051,0.167714885,P
151,180,1.6,3.3,3.3,5,3,0.22,HC,0.2,1.25,0.54,0.61,0.82,3,0.44,0.0,0.0,B,1,92.738,54.908353,0.471007865,NP
152,45,2.5,2.0,4.1,4,5,0.42,BR,0.35,4.04,0.57,0.48,1.43,3,0.98,0.0,0.0,B,1,77.763,70.354167,0.219397993,P
153,180,2.0,1.9,4.9,6,7,0.11,HC,0.25,5.28,0.32,0.59,0.71,3,0.34,0.0,0.0,B,1,76.036,75.314904,0.750437318,NP
154,270,1.7,2.3,4.1,9,1,0.35,NC,0.3,2.44,0.5,0.45,0.95,3,0.55,0.0,0.0,B,1,88.287,66.5625,0.96119403,NP
155,90,3.4,3.4,4.8,7,5,0.17,NC,0.35,4.19,0.44,0.53,0.41,3,0.08,0.0,0.0,B,1,92.263,55.849234,0.317704518,P
156,45,2.8,3.9,4.0,6,2,0.7,BR,0.25,1.77,0.61,0.86,1.91,3,1.4,0.0,0.0,B,1,77.667,61.863553,1.0,NP
157,315,2.2,1.6,3.6,8,1,0.26,LC,0.4,2.96,0.67,0.76,1.63,3,1.15,0.0,0.0,B,1,88.174,65.22476,0.448062016,P
158,270,2.4,2.4,4.7,10,6,0.3,BR,0.35,3.42,0.72,0.55,1.22,3,0.79,0.0,0.0,B,1,75.556,73.762019,0.499739899,P
159,180,3.7,2.8,3.0,8,2,0.45,NC,0.2,4.63,0.65,0.66,1.86,3,1.36,0.0,0.0,B,1,91.075,60.698642,0.51803187,NP
160,180,3.9,3.1,3.9,9,6,0.46,LC,0.25,5.22,0.33,0.48,0.93,3,0.54,0.0,0.0,B,1,75.86606448,70.003816,0.63,P
161,225,2.7,3.9,5.0,8,5,0.28,NC,0.35,3.06,0.61,0.87,0.59,3,0.23,0.0,0.0,B,1,77.38005891,63.67735,0.619,P
162,270,3.4,1.9,4.2,6,2,0.14,HC,0.3,4.19,0.33,0.6,0.68,3,0.32,0.0,0.0,B,1,97.46279274,61.370944,0.0282,P
163,90,2.4,3.7,4.7,10,4,0.34,LC,0.3,3.58,0.42,0.57,1.92,3,1.41,0.0,0.0,B,1,78.42248442,65.060764,0.25,P
164,90,3.2,2.4,4.1,7,5,0.66,LC,0.4,4.99,0.36,0.46,1.71,3,1.22,0.0,0.0,B,1,76.17203261,70.783253,0.647,P
165,45,1.7,2.3,3.7,9,3,0.17,NC,0.3,3.97,0.64,0.83,1.67,3,1.19,0.0,0.0,B,1,87.49258243,53.279915,0.0444,P
166,315,2.0,2.5,4.7,8,6,0.72,BR,0.25,1.79,0.8,0.65,0.43,3,0.1,0.0,0.0,B,1,86.45726098,52.698195,1.0,NP
167,225,3.9,3.5,3.4,6,1,0.62,BR,0.35,4.97,0.61,0.85,0.94,3,0.55,0.0,0.0,B,1,82.07228377,18.260884,0.319,P
168,135,2.9,1.9,3.3,5,2,0.22,NC,0.3,3.14,0.37,0.73,1.83,3,1.33,0.0,0.0,B,1,94.55299306,66.266312,0.0199,P
